ebird_code,scientific_name,common_name,alpha
sulowl1,Tyto rosenbergii,Sulawesi Masked Owl,
marowl1,Tyto soumagnei,Red Owl,
brnowl,Tyto furcata,American Barn Owl,ABOW
barowl28,,,
barowl7,,,
afgowl1,Tyto capensis,African Grass Owl,
ausgro1,Tyto longimembris,Eastern Grass Owl,
orbowl1,Phodilus badius,Oriental Bay Owl,
srlbao1,Phodilus assimilis,Sri Lanka Bay Owl,
paphao1,Uroglaux dimorpha,Papuan Hawk-Owl,
rufowl2,Ninox rufa,Rufous Owl,
powowl1,Ninox strenua,Powerful Owl,
barowl1,Ninox connivens,Barking Owl,
sumboo1,Ninox rudolfi,Great Sumba Boobook,
souboo8,Ninox boobook,Australian Boobook,
souboo4,Ninox rotiensis,Rote Boobook,
souboo5,Ninox fusca,Timor Boobook,
souboo6,Ninox plesseni,Alor Boobook,
morepo2,Ninox novaeseelandiae,Morepork,
norboo1,Ninox japonica,Northern Boobook,NOBB
brnhao1,Ninox scutulata,Brown Boobook,
brnhao3,Ninox obscura,Hume's Boobook,
choboo1,Ninox randi,Chocolate Boobook,
andhao1,Ninox affinis,Andaman Boobook,
phihao1,Ninox philippensis,Luzon Boobook,
minboo1,Ninox spilocephala,Mindanao Boobook,
sulboo1,Ninox reyi,Sulu Boobook,
cebboo1,Ninox rumseyi,Cebu Boobook,
romboo1,Ninox spilonotus,Romblon Boobook,
minboo2,Ninox mindorensis,Mindoro Boobook,
lishao1,Ninox sumbaensis,Little Sumba Boobook,
toghao1,Ninox burhani,Togian Boobook,
ocbhao1,Ninox ochracea,Ochre-bellied Boobook,
cinhao1,Ninox ios,Cinnabar Boobook,
molhao3,Ninox hypogramma,Halmahera Boobook,
hanboo2,Ninox squamipila,Seram Boobook,
molhao2,Ninox forbesi,Tanimbar Boobook,
chihao1,Ninox natalis,Christmas Boobook,
junhao1,Ninox theomacha,Papuan Boobook,
spehao1,Ninox punctulata,Speckled Boobook,
nebhao1,Ninox odiosa,New Britain Boobook,
balowl,Margarobyas lawrencii,Bare-legged Owl,BLOW
colowl1,Taenioptynx brodiei,Collared Owlet,
colowl3,Taenioptynx sylvaticus,Sunda Owlet,
elfowl,Micrathene whitneyi,Elf Owl,ELOW
lowowl1,Xenoglaux loweryi,Long-whiskered Owlet,
borowl,Aegolius funereus,Boreal Owl,BOOW
nswowl,Aegolius acadicus,Northern Saw-whet Owl,NSWO
uswowl1,Aegolius ridgwayi,Unspotted Saw-whet Owl,USWO
bufowl1,Aegolius harrisii,Buff-fronted Owl,
burowl,Athene cunicularia,Burrowing Owl,BUOW
spoowl1,Athene brama,Spotted Owlet,
litowl1,Athene noctua,Little Owl,
whbowl1,Athene superciliaris,White-browed Owl,
forowl1,Athene blewitti,Forest Owlet,
solboo1,Athene jacquinoti,West Solomons Owl,
solboo4,Athene roseoaxillaris,Makira Owl,
nohowl,Surnia ulula,Northern Hawk-Owl,NHOW
eupowl1,Glaucidium passerinum,Eurasian Pygmy Owl,
pesowl1,Glaucidium perlatum,Pearl-spotted Owlet,
recowl1,Glaucidium tephronotum,Red-chested Owlet,
asbowl1,Glaucidium cuculoides,Asian Barred Owlet,
javowl1,Glaucidium castanopterum,Javan Owlet,
junowl1,Glaucidium radiatum,Jungle Owlet,
chbowl1,Glaucidium castanotum,Chestnut-backed Owlet,
afbowl1,Glaucidium capense,African Barred Owlet,
albowl1,Glaucidium albertinum,Albertine Owlet,
norpyo1,,,
nopowl,Glaucidium gnoma,Northern Pygmy Owl,NOPO
norpyo3,,,
norpyo4,,,
crpowl,Glaucidium costaricanum,Costa Rican Pygmy Owl,CRPO
clopyo1,Glaucidium nubicola,Cloud-forest Pygmy Owl,
anpowl1,Glaucidium jardinii,Andean Pygmy Owl,
yupowl1,Glaucidium bolivianum,Yungas Pygmy Owl,
copowl1,Glaucidium palmarum,Colima Pygmy Owl,CPYO
tapowl1,Glaucidium sanchezi,Tamaulipas Pygmy Owl,TAPO
capowl1,Glaucidium griseiceps,Central American Pygmy Owl,CAPO
supowl1,Glaucidium parkeri,Subtropical Pygmy Owl,
amapyo1,Glaucidium hardyi,Amazonian Pygmy Owl,
leapyo1,Glaucidium minutissimum,East Brazilian Pygmy Owl,
fepowl,Glaucidium brasilianum,Ferruginous Pygmy Owl,FEPO
pepowl1,Glaucidium peruanum,Pacific Pygmy Owl,
aupowl1,Glaucidium nana,Austral Pygmy Owl,
cupowl1,Glaucidium siju,Cuban Pygmy Owl,CUPO
mineao1,Otus gurneyi,Giant Scops Owl,
wfsowl2,Otus sagittatus,White-fronted Scops Owl,
resowl1,Otus rufescens,Reddish Scops Owl,
sasowl1,Otus icterorhynchus,Sandy Scops Owl,
ansowl1,Otus balli,Andaman Scops Owl,
flsowl1,Otus alfredi,Flores Scops Owl,
mosowl2,Otus spilocephalus,Mountain Scops Owl,
jasowl2,Otus angelinae,Javan Scops Owl,
misowl1,Otus mirus,Mindanao Scops Owl,
lusowl1,Otus longicornis,Luzon Scops Owl,
misowl2,Otus mindorensis,Mindoro Scops Owl,
torsco1,,,
madsco1,Otus rutilus,Madagascar Scops Owl,
maysco1,Otus mayottensis,Mayotte Scops Owl,
cosowl3,Otus pauliani,Karthala Scops Owl,
ansowl2,Otus capnodes,Anjouan Scops Owl,
mohsco1,Otus moheliensis,Moheli Scops Owl,
pesowl2,Otus pembaensis,Pemba Scops Owl,
eursco1,Otus scops,Eurasian Scops Owl,
eursco3,Otus cyprius,Cyprus Scops Owl,
pasowl3,Otus brucei,Pallid Scops Owl,
arasco1,Otus pamelae,Arabian Scops Owl,
afsowl1,Otus senegalensis,African Scops Owl,
afrsco3,,,
afrsco2,Otus socotranus,Socotra Scops Owl,
orsowl,Otus sunia,Oriental Scops Owl,ORSO
ryusco1,Otus elegans,Ryukyu Scops Owl,
mosowl1,Otus magicus,Moluccan Scops Owl,
biasco1,Otus beccarii,Biak Scops Owl,
susowl1,Otus manadensis,Sulawesi Scops Owl,
sulsco5,Otus mendeni,Banggai Scops Owl,
sansco1,Otus collari,Sangihe Scops Owl,
masowl2,Otus mantananensis,Mantanani Scops Owl,
sesowl1,Otus insularis,Seychelles Scops Owl,
nicsco1,Otus alius,Nicobar Scops Owl,
sisowl1,Otus umbra,Simeulue Scops Owl,
ensowl1,Otus enganensis,Enggano Scops Owl,
mesowl1,Otus mentawi,Mentawai Scops Owl,
rasowl1,Otus brookii,Rajah Scops Owl,
insowl1,Otus bakkamoena,Indian Scops Owl,
cosowl1,Otus lettia,Collared Scops Owl,
jasowl1,Otus semitorques,Japanese Scops Owl,
susowl2,Otus lempiji,Sunda Scops Owl,
phsowl1,Otus megalotis,Philippine Scops Owl,
negsco1,Otus nigrorum,Negros Scops Owl,
evesco1,Otus everetti,Everett's Scops Owl,
pasowl2,Otus fuliginosus,Palawan Scops Owl,
wasowl1,Otus silvicola,Wallace's Scops Owl,
rinsco1,Otus jolandae,Rinjani Scops Owl,
palowl2,Otus podarginus,Palau Scops Owl,
nwfowl1,Ptilopsis leucotis,Northern White-faced Owl,
swfowl1,Ptilopsis granti,Southern White-faced Owl,
jamowl1,Asio grammicus,Jamaican Owl,JAOW
strowl1,Asio clamator,Striped Owl,STRO
loeowl,Asio otus,Long-eared Owl,LEOW
mleowl1,Asio madagascariensis,Madagascar Owl,
styowl1,Asio stygius,Stygian Owl,STOW
sheowl,Asio flammeus,Short-eared Owl,SEOW
marowl2,Asio capensis,Marsh Owl,
feaowl1,Asio solomonensis,Fearful Owl,
snoowl1,Bubo scandiacus,Snowy Owl,SNOW
grhowl,Bubo virginianus,Great Horned Owl,GHOW
grhowl2,Bubo magellanicus,Lesser Horned Owl,
eueowl1,Bubo bubo,Eurasian Eagle-Owl,
roeowl1,Bubo bengalensis,Indian Eagle-Owl,
pheowl1,Bubo ascalaphus,Pharaoh Eagle-Owl,
caeowl1,Bubo capensis,Cape Eagle-Owl,
speowl2,Bubo milesi,Arabian Eagle-Owl,
graeao1,Bubo cinerascens,Greyish Eagle-Owl,
spoeao2,Bubo africanus,Spotted Eagle-Owl,
fraeao1,Ketupa poensis,Fraser's Eagle-Owl,
useowl1,,,
veeowl1,Ketupa lactea,Verreaux's Eagle-Owl,
sheowl1,Ketupa shelleyi,Shelley's Eagle-Owl,
baeowl1,Ketupa sumatrana,Barred Eagle-Owl,
sbeowl1,Ketupa nipalensis,Spot-bellied Eagle-Owl,
dueowl1,Ketupa coromanda,Dusky Eagle-Owl,
akeowl1,Ketupa leucosticta,Akun Eagle-Owl,
pheowl2,Ketupa philippensis,Philippine Eagle-Owl,
blfowl1,Ketupa blakistoni,Blakiston's Fish Owl,
pefowl1,Scotopelia peli,Pel's Fishing Owl,
rufowl1,Scotopelia ussheri,Rufous Fishing Owl,
vefowl1,Scotopelia bouvieri,Vermiculated Fishing Owl,
brfowl1,Ketupa zeylonensis,Brown Fish Owl,
tafowl1,Ketupa flavipes,Tawny Fish Owl,
bufowl2,Ketupa ketupu,Buffy Fish Owl,
flaowl,Psiloscops flammeolus,Flammulated Owl,FLOW
prsowl,Gymnasio nudipes,Puerto Rican Owl,PRIO
whsowl1,Megascops trichopsis,Whiskered Screech Owl,WHSO
bssowl,Megascops clarkii,Bare-shanked Screech Owl,BSSO
whtsco1,Megascops albogularis,White-throated Screech Owl,
trsowl,Megascops choliba,Tropical Screech Owl,TRSO
besowl,Megascops barbarus,Bearded Screech Owl,BESO
pasowl4,Megascops cooperi,Pacific Screech Owl,PASO
wesowl1,Megascops kennicottii,Western Screech Owl,WESO
easowl1,Megascops asio,Eastern Screech Owl,EASO
basowl,Megascops seductus,Balsas Screech Owl,BASO
vesowl,Megascops guatemalae,Middle American Screech Owl,MASO
versco5,,,
koesco1,Megascops koepckeae,Koepcke's Screech Owl,
rufsco1,Megascops ingens,Rufescent Screech Owl,
cinsco1,Megascops petersoni,Cinnamon Screech Owl,
clfsco1,Megascops marshalli,Cloud-forest Screech Owl,
mofsco1,Megascops hoyi,Yungas Screech Owl,
versco2,Megascops centralis,Choco Screech Owl,CHSO
foosco1,Megascops roraimae,Foothill Screech Owl,
lotsco1,Megascops sanctaecatarinae,Long-tufted Screech Owl,
samsco1,Megascops gilesi,Santa Marta Screech Owl,
persco1,Megascops roboratus,West Peruvian Screech Owl,
tabsco1,Megascops watsonii,Tawny-bellied Screech Owl,
bkcsco1,Megascops atricapilla,Black-capped Screech Owl,
speowl1,Pulsatrix perspicillata,Spectacled Owl,SPEO
tabowl1,Pulsatrix koeniswaldiana,Tawny-browed Owl,
babowl1,Pulsatrix melanota,Band-bellied Owl,
creowl1,Lophostrix cristata,Crested Owl,CROW
spwowl1,Strix seloputo,Spotted Wood Owl,
mowowl1,Strix ocellata,Mottled Wood Owl,
brwowl1,Strix leptogrammica,Brown Wood Owl,
tawowl1,Strix aluco,Tawny Owl,
tawowl3,Strix mauritanica,,
himowl1,Strix nivicolum,Himalayan Owl,
humowl1,Strix hadorami,Desert Owl,
omaowl1,Strix butleri,Omani Owl,
brdowl,Strix varia,Barred Owl,BAOW
barowl13,Strix sartorii,Cinereous Owl,CIOW
fulowl1,Strix fulvescens,Fulvous Owl,FUOW
rubowl2,Strix hylophila,Rusty-barred Owl,
chaowl1,Strix chacoensis,Chaco Owl,
rulowl1,Strix rufipes,Rufous-legged Owl,
uraowl1,Strix uralensis,Ural Owl,
pedowl1,,,
grgowl,Strix nebulosa,Great Grey Owl,GGOW
afwowl1,Strix woodfordii,African Wood Owl,
motowl,Strix virgata,Mottled Owl,MOOW
bawowl1,Strix nigrolineata,Black-and-white Owl,BLWO
bkbowl1,Strix huhula,Black-banded Owl,
rubowl3,Strix albitarsis,Rufous-banded Owl,
spemou2,Colius striatus,Speckled Mousebird,
rebmou1,Colius castanotus,Red-backed Mousebird,
whbmou1,Colius colius,White-backed Mousebird,
blnmou1,Urocolius macrourus,Blue-naped Mousebird,
refmou1,Urocolius indicus,Red-faced Mousebird,
cuckoo1,Leptosomus discolor,Cuckoo-roller,
earque,Euptilotis neoxenus,Eared Quetzal,EAQU
pavque1,Pharomachrus pavoninus,Pavonine Quetzal,
gohque1,Pharomachrus auriceps,Golden-headed Quetzal,GHQU
whtque1,Pharomachrus fulgidus,White-tipped Quetzal,
resque1,Pharomachrus mocinno,Resplendent Quetzal,REQU
creque1,Pharomachrus antisianus,Crested Quetzal,
cubtro1,Priotelus temnurus,Cuban Trogon,CUTR
histro1,Priotelus roseigaster,Hispaniolan Trogon,HITR
lattro1,Trogon clathratus,Lattice-tailed Trogon,LTTR
slttro1,Trogon massena,Slaty-tailed Trogon,STTR
buttro1,Trogon comptus,Choco Trogon,
bkttro2,Trogon mesurus,Ecuadorian Trogon,
blttro1,Trogon melanurus,Black-tailed Trogon,BTAT
blhtro1,Trogon melanocephalus,Black-headed Trogon,BHTR
cittro1,Trogon citreolus,Citreoline Trogon,CITR
whttro1,Trogon chionurus,White-tailed Trogon,WTAT
baitro1,Trogon bairdii,Baird's Trogon,BATR
gnbtro1,Trogon viridis,Green-backed Trogon,
gartro1,Trogon caligatus,Gartered Trogon,GATR
viotro3,Trogon ramonianus,Amazonian Trogon,
viotro2,Trogon violaceus,Guianan Trogon,
blctro1,Trogon curucui,Blue-crowned Trogon,
surtro1,Trogon surrucura,Surucua Trogon,
blttro2,,,
eletro,Trogon elegans,Elegant Trogon,ELTR
moutro1,Trogon mexicanus,Mountain Trogon,MOTR
coltro1,Trogon collaris,Collared Trogon,COTR
mastro1,Trogon personatus,Masked Trogon,
nartro1,Apaloderma narina,Narina Trogon,
bactro1,Apaloderma aequatoriale,Bare-cheeked Trogon,
battro1,Apaloderma vittatum,Bar-tailed Trogon,
javtro1,Apalharpactes reinwardtii,Javan Trogon,
sumtro1,Apalharpactes mackloti,Sumatran Trogon,
maltro1,Harpactes fasciatus,Malabar Trogon,
rentro1,Harpactes kasumba,Red-naped Trogon,
diatro1,Harpactes diardii,Diard's Trogon,
phitro1,Harpactes ardens,Philippine Trogon,
whitro1,Harpactes whiteheadi,Whitehead's Trogon,
cirtro1,Harpactes orrhophaeus,Cinnamon-rumped Trogon,
scrtro1,Harpactes duvaucelii,Scarlet-rumped Trogon,
orbtro2,Harpactes oreskios,Orange-breasted Trogon,
rehtro1,Harpactes erythrocephalus,Red-headed Trogon,
wartro1,Harpactes wardi,Ward's Trogon,
hoopoe,Upupa epops,Common Hoopoe,EHOO
eurhoo2,,,
madhoo1,Upupa marginata,Madagascar Hoopoe,
forwoo1,Rhinopomastus castaneiceps,Forest Wood Hoopoe,
whhwoo1,Phoeniculus bollei,White-headed Wood Hoopoe,
grewoo2,Phoeniculus purpureus,Green Wood Hoopoe,
blbwoo2,Phoeniculus somaliensis,Black-billed Wood Hoopoe,
viowoo1,Phoeniculus damarensis,Violet Wood Hoopoe,
viowoo3,,,
blsbil1,Rhinopomastus aterrimus,Black Scimitarbill,
cosbil1,Rhinopomastus cyanomelas,Common Scimitarbill,
absbil1,Rhinopomastus minor,Abyssinian Scimitarbill,
soghor1,Bucorvus leadbeateri,Southern Ground Hornbill,
trbhor1,Tockus ruahae,Tanzanian Red-billed Hornbill,
wrbhor2,Tockus kempi,Western Red-billed Hornbill,
drbhor1,Tockus damarensis,Damara Red-billed Hornbill,
srbhor1,Tockus rufirostris,Southern Red-billed Hornbill,
rebhor1,Tockus erythrorhynchus,Northern Red-billed Hornbill,
vddhor1,Tockus deckeni,Von der Decken's Hornbill,
jachor1,Tockus jacksoni,Jackson's Hornbill,
sybhor1,Tockus leucomelas,Southern Yellow-billed Hornbill,
eybhor1,Tockus flavirostris,Eastern Yellow-billed Hornbill,
brahor1,Lophoceros bradfieldi,Bradfield's Hornbill,
crohor1,Lophoceros alboterminatus,Crowned Hornbill,
afphor1,,,
hemhor1,Lophoceros hemprichii,Hemprich's Hornbill,
afghor1,Lophoceros nasutus,African Grey Hornbill,
rbdhor1,Lophoceros camurus,Red-billed Dwarf Hornbill,
pabhor1,Lophoceros pallidirostris,Pale-billed Hornbill,
piphor1,Bycanistes fistulator,Piping Hornbill,
truhor1,Bycanistes bucinator,Trumpeter Hornbill,
bnchor1,Bycanistes cylindricus,Brown-cheeked Hornbill,
whthor1,Bycanistes albotibialis,White-thighed Hornbill,
bawhor2,Bycanistes subcylindricus,Black-and-white-casqued Hornbill,
sichor1,Bycanistes brevis,Silvery-cheeked Hornbill,
blchor1,Ceratogymna atrata,Black-casqued Hornbill,
yechor1,Ceratogymna elata,Yellow-casqued Hornbill,
bldhor1,,,
whchor3,,,
whchor2,Berenicornis comatus,White-crowned Hornbill,
rhihor1,Buceros rhinoceros,Rhinoceros Hornbill,
grehor1,Buceros bicornis,Great Hornbill,
rufhor1,Buceros hydrocorax,Rufous Hornbill,
palhor1,Anthracoceros marchei,Palawan Hornbill,
orphor1,Anthracoceros albirostris,Oriental Pied Hornbill,
maphor1,Anthracoceros coronatus,Malabar Pied Hornbill,
blahor1,Anthracoceros malayanus,Black Hornbill,
maghor2,Ocyceros griseus,Malabar Grey Hornbill,
ceghor1,Ocyceros gingalensis,Sri Lanka Grey Hornbill,
inghor2,Ocyceros birostris,Indian Grey Hornbill,
ruchor1,Anorrhinus tickelli,Tickell's Brown Hornbill,
brnhor1,Anorrhinus austeni,Austen's Brown Hornbill,
buchor1,Anorrhinus galeritus,Bushy-crested Hornbill,
runhor1,Aceros nipalensis,Rufous-necked Hornbill,
blyhor1,Rhyticeros plicatus,Blyth's Hornbill,
wrehor1,Rhyticeros undulatus,Wreathed Hornbill,
sumhor1,Rhyticeros everetti,Sumba Hornbill,
plphor1,Rhyticeros subruficollis,Plain-pouched Hornbill,
knohor1,Rhyticeros cassidix,Knobbed Hornbill,
wrihor2,Rhabdotorrhinus leucocephalus,Writhed Hornbill,
sulhor1,Rhabdotorrhinus exarhatus,Sulawesi Hornbill,
wrihor1,Rhabdotorrhinus corrugatus,Wrinkled Hornbill,
luzhor1,Penelopides manillae,Luzon Hornbill,
minhor2,Penelopides mindorensis,Mindoro Hornbill,
minhor1,Penelopides affinis,Mindanao Hornbill,
samhor1,Penelopides samarensis,Samar Hornbill,
tarhor1,Penelopides panini,Visayan Hornbill,
rucrol2,Coracias naevius,Purple Roller,
indrol2,Coracias benghalensis,Indian Roller,
indrol3,Coracias affinis,Indochinese Roller,
puwrol1,Coracias temminckii,Purple-winged Roller,
ratrol2,Coracias spatulatus,Racket-tailed Roller,
librol2,Coracias caudatus,Lilac-breasted Roller,
abyrol2,Coracias abyssinicus,Abyssinian Roller,
eurrol1,Coracias garrulus,European Roller,
blbrol1,Coracias cyanogaster,Blue-bellied Roller,
bltrol1,Eurystomus gularis,Blue-throated Roller,
brbrol1,Eurystomus glaucurus,Broad-billed Roller,
dollar1,Eurystomus orientalis,Oriental Dollarbird,
purrol1,Eurystomus azureus,Azure Dollarbird,
slgrol1,Brachypteracias leptosomus,Short-legged Ground Roller,
scagrr1,Geobiastes squamiger,Scaly Ground Roller,
plgrol1,Atelornis pittoides,Pitta-like Ground Roller,
rhgrol1,Atelornis crossleyi,Rufous-headed Ground Roller,
ltgrol1,Uratelornis chimaera,Long-tailed Ground Roller,
grbkin1,Actenoides monachus,Green-backed Kingfisher,
scakin1,Actenoides princeps,Scaly-breasted Kingfisher,
spokin1,Actenoides lindsayi,Spotted Wood Kingfisher,
blckin2,Actenoides hombroni,Blue-capped Kingfisher,
ruckin1,Actenoides concretus,Rufous-collared Kingfisher,
hobkin1,Melidora macrorrhina,Hook-billed Kingfisher,
bankin1,Lacedo pulchella,Banded Kingfisher,
copkin1,Tanysiptera galatea,Common Paradise Kingfisher,
bipkin1,Tanysiptera riedelii,Biak Paradise Kingfisher,
nupkin1,Tanysiptera carolinae,Numfor Paradise Kingfisher,
lipkin1,Tanysiptera hydrocharis,Little Paradise Kingfisher,
bubpak1,Tanysiptera sylvia,Buff-breasted Paradise Kingfisher,
bubpak2,Tanysiptera nigriceps,Black-capped Paradise Kingfisher,
rbpkin1,Tanysiptera nympha,Red-breasted Paradise Kingfisher,
bhpkin1,Tanysiptera danae,Brown-headed Paradise Kingfisher,
lickin2,Cittura cyanotis,Sulawesi Lilac Kingfisher,
shbkoo1,Dacelo rex,Shovel-billed Kookaburra,
laukoo1,Dacelo novaeguineae,Laughing Kookaburra,
blwkoo1,Dacelo leachii,Blue-winged Kookaburra,
spakoo1,Dacelo tyro,Spangled Kookaburra,
rubkoo1,Dacelo gaudichaud,Rufous-bellied Kookaburra,
whrkin1,Caridonax fulgidus,White-rumped Kingfisher,
stbkin1,Pelargopsis capensis,Stork-billed Kingfisher,
bnwkin1,Pelargopsis amauroptera,Brown-winged Kingfisher,
rudkin1,Halcyon coromanda,Ruddy Kingfisher,
whtkin2,Halcyon smyrnensis,White-throated Kingfisher,
chbkin2,Halcyon badia,Chocolate-backed Kingfisher,
blckin1,Halcyon pileata,Black-capped Kingfisher,
gyhkin1,Halcyon leucocephala,Grey-headed Kingfisher,
brhkin1,Halcyon albiventris,Brown-hooded Kingfisher,
strkin1,Halcyon chelicuti,Striped Kingfisher,
blbkin4,Halcyon malimbica,Blue-breasted Kingfisher,
wookin1,Halcyon senegalensis,Woodland Kingfisher,
mankin2,Halcyon senegaloides,Mangrove Kingfisher,
blbkin3,Todiramphus nigrocyaneus,Blue-black Kingfisher,
rulkin1,Todiramphus winchelli,Rufous-lored Kingfisher,
bawkin1,Todiramphus diops,Blue-and-white Kingfisher,
forkin1,Todiramphus macleayii,Forest Kingfisher,
nebkin1,Todiramphus albonotatus,White-mantled Kingfisher,
ultkin1,Todiramphus leucopygius,Ultramarine Kingfisher,
chbkin1,Todiramphus farquhari,Vanuatu Kingfisher,
somkin1,Todiramphus funebris,Sombre Kingfisher,
colkin1,Todiramphus chloris,Collared Kingfisher,
colkin9,Todiramphus sordidus,Torresian Kingfisher,
colkin2,Todiramphus albicilla,Mariana Kingfisher,
melkin1,Todiramphus tristrami,Melanesian Kingfisher,
packin1,Todiramphus sacer,Pacific Kingfisher,
talkin1,Todiramphus enigma,Talaud Kingfisher,
mickin5,Todiramphus reichenbachii,Pohnpei Kingfisher,
beakin2,Todiramphus saurophagus,Beach Kingfisher,
sackin1,Todiramphus sanctus,Sacred Kingfisher,
cibkin1,Todiramphus australasia,Cinnamon-banded Kingfisher,
chakin2,Todiramphus tutus,Chattering Kingfisher,
mankin1,Todiramphus ruficollaris,Mewing Kingfisher,
tahkin1,Todiramphus veneratus,Society Kingfisher,
rebkin2,Todiramphus pyrrhopygius,Red-backed Kingfisher,
yebkin1,Syma torotoro,Yellow-billed Kingfisher,
moukin1,Syma megarhyncha,Mountain Kingfisher,
dwakin1,Ispidina lecontei,African Dwarf Kingfisher,
afpkin1,Ispidina picta,African Pygmy Kingfisher,
mapkin1,Corythornis madagascariensis,Madagascar Pygmy Kingfisher,
whbkin1,Corythornis leucogaster,White-bellied Kingfisher,
malkin1,Corythornis cristatus,Malachite Kingfisher,
malkin2,Corythornis vintsioides,Malagasy Kingfisher,
smbkin1,Alcedo coerulescens,Cerulean Kingfisher,
bubkin2,Alcedo euryzona,Javan Blue-banded Kingfisher,
shbkin1,Alcedo quadribrachys,Shining-blue Kingfisher,
blekin1,Alcedo meninting,Blue-eared Kingfisher,
comkin1,Alcedo atthis,Common Kingfisher,
hackin1,Alcedo semitorquata,Half-collared Kingfisher,
bkbkin1,Ceyx erithaca,Black-backed Dwarf Kingfisher,
phikin1,Ceyx melanurus,Philippine Dwarf Kingfisher,
sulkin1,Ceyx fallax,Sulawesi Dwarf Kingfisher,
varkin1,Ceyx lepidus,Moluccan Dwarf Kingfisher,
vardwk1,Ceyx margarethae,Dimorphic Dwarf Kingfisher,
vardwk6,Ceyx solitarius,Papuan Dwarf Kingfisher,
vardwk15,Ceyx gentianus,Makira Dwarf Kingfisher,
silkin1,Ceyx argentatus,Southern Silvery Kingfisher,
azukin1,Ceyx azureus,Azure Kingfisher,
amakin1,Chloroceryle amazona,Amazon Kingfisher,AMKI
ampkin1,Chloroceryle aenea,American Pygmy Kingfisher,APKI
grnkin,Chloroceryle americana,Green Kingfisher,GKIN
garkin1,Chloroceryle inda,Green-and-rufous Kingfisher,GARK
crekin1,Megaceryle lugubris,Crested Kingfisher,
giakin3,Megaceryle maxima,Giant Kingfisher,
rinkin1,Megaceryle torquata,Ringed Kingfisher,RIKI
belkin1,Megaceryle alcyon,Belted Kingfisher,BEKI
piekin1,Ceryle rudis,Pied Kingfisher,
cubtod1,Todus multicolor,Cuban Tody,CUTO
brbtod1,Todus subulatus,Broad-billed Tody,BBTO
nabtod1,Todus angustirostris,Narrow-billed Tody,NBTO
jamtod1,Todus todus,Jamaican Tody,JATO
purtod1,Todus mexicanus,Puerto Rican Tody,PRTO
todmot1,Hylomanes momotula,Tody Motmot,TOMO
bltmot1,Aspatha gularis,Blue-throated Motmot,BTMO
rucmot1,Momotus mexicanus,Russet-crowned Motmot,RCMO
bucmot1,Momotus coeruliceps,Blue-capped Motmot,BCMO
bucmot2,Momotus lessonii,Lesson's Motmot,LEMO
bucmot3,Momotus subrufescens,Whooping Motmot,WHMO
bucmot4,Momotus momota,Amazonian Motmot,
higmot1,Momotus aequatorialis,Andean Motmot,
rufmot1,Baryphthengus martii,Rufous Motmot,RMOT
rucmot2,Baryphthengus ruficapillus,Rufous-capped Motmot,
kebmot1,Electron carinatum,Keel-billed Motmot,KBMO
brbmot1,Electron platyrhynchum,Broad-billed Motmot,BBMO
tubmot1,Eumomota superciliosa,Turquoise-browed Motmot,TBMO
rbbeat1,Nyctyornis amictus,Red-bearded Bee-eater,
bbbeat1,Nyctyornis athertoni,Blue-bearded Bee-eater,
pbbeat1,Meropogon forsteni,Purple-bearded Bee-eater,
bhbeat1,Merops breweri,Black-headed Bee-eater,
bhbeat2,Merops muelleri,Blue-headed Bee-eater,
bumbee1,Merops mentalis,Blue-moustached Bee-eater,
blbeat1,Merops gularis,Black Bee-eater,
stbeat1,Merops hirundineus,Swallow-tailed Bee-eater,
libeat1,Merops pusillus,Little Bee-eater,
bbbeat2,Merops variegatus,Blue-breasted Bee-eater,
bubbee2,Merops lafresnayii,Ethiopian Bee-eater,
ccbeat1,Merops oreobates,Cinnamon-chested Bee-eater,
rtbeat1,Merops bulocki,Red-throated Bee-eater,
wfbeat1,Merops bullockoides,White-fronted Bee-eater,
wtbeat1,Merops albicollis,White-throated Bee-eater,
bobeat1,Merops boehmi,Böhm's Bee-eater,
grnbee1,Merops viridissimus,African Green Bee-eater,
grnbee2,Merops cyanophrys,Arabian Green Bee-eater,
grnbee3,Merops orientalis,Asian Green Bee-eater,
bcbeat1,Merops persicus,Blue-cheeked Bee-eater,
mabeat1,Merops superciliosus,Olive Bee-eater,
btbeat1,Merops philippinus,Blue-tailed Bee-eater,
rabeat1,Merops ornatus,Rainbow Bee-eater,
btbeat2,Merops viridis,Blue-throated Bee-eater,
chbeat1,Merops leschenaulti,Chestnut-headed Bee-eater,
eubeat1,Merops apiaster,European Bee-eater,
robeat1,Merops malimbicus,Rosy Bee-eater,
ncbeat1,Merops nubicus,Northern Carmine Bee-eater,
scbeat1,Merops nubicoides,Southern Carmine Bee-eater,
whejac1,Galbalcyrhynchus leucotis,White-eared Jacamar,
purjac2,Galbalcyrhynchus purusianus,Purus Jacamar,
dubjac1,Brachygalba salmoni,Dusky-backed Jacamar,DBJA
pahjac1,Brachygalba goeringi,Pale-headed Jacamar,
brojac2,Brachygalba lugubris,Brown Jacamar,
whtjac1,Brachygalba albogularis,White-throated Jacamar,
thtjac1,Jacamaralcyon tridactyla,Three-toed Jacamar,
yebjac1,Galbula albirostris,Yellow-billed Jacamar,
bucjac1,Galbula cyanicollis,Blue-necked Jacamar,
rutjac1,Galbula ruficauda,Rufous-tailed Jacamar,RTJA
grtjac1,Galbula galbula,Green-tailed Jacamar,
