ebird_code,scientific_name,common_name,alpha
duswoo1,Artamus cyanopterus,Dusky Woodswallow,
duswoo3,Scolopax rosenbergii,New Guinea Woodcock,
duswoo4,Scolopax saturata,Javan Woodcock,
dutant1,Drymophila malura,Dusky-tailed Antbird,
dutant2,Thamnomanes ardesiacus,Dusky-throated Antshrike,
dutcan1,Pseudasthenes humicola,Dusky-tailed Canastero,
dutdov1,Streptopelia lugens,Dusky Turtle Dove,
dutfla1,Ramphotrigon fuscicauda,Dusky-tailed Flatbill,
duther1,Phaethornis squalidus,Dusky-throated Hermit,
duweye1,Zosterops finschii,Dusky White-eye,
dwabit1,Ixobrychus sturmii,,
dwacas1,Casuarius bennetti,Dwarf Cassowary,
dwacuc1,Coccycua pumila,Dwarf Cuckoo,
dwafrd1,Ptilinopus nainus,Dwarf Fruit Dove,
dwahon1,Indicator pumilio,Dwarf Honeyguide,
dwahon2,Oedistoma iliolophus,Spectacled Longbill,
dwajay1,Cyanolyca nanus,Dwarf Jay,
dwakin1,Ispidina lecontei,African Dwarf Kingfisher,
dwakoe1,Microdynamis parva,Dwarf Koel,
dwatin1,Taoniscus nanus,Dwarf Tinamou,
dwavir1,Vireo nelsoni,Dwarf Vireo,
dwawhi1,Pachycare flavogriseum,Goldenface,
dwtman1,Tyranneutes stolzmanni,Dwarf Tyrant-Manakin,
dybtwi1,Euschistospiza dybowskii,Dybowski's Twinspot,
eaafie1,Pyriglena leuconota,East Amazonian Fire-eye,
eabwar1,Phylloscopus orientalis,Eastern Bonelli's Warbler,
eacaka1,Sheppardia gunningi,East Coast Akalat,
eacgos1,Melierax poliopterus,Eastern Chanting Goshawk,
eaclar1,Mirafra fasciolata,,
eacsun1,Aethopyga siparaja,Crimson Sunbird,
eactan1,Calyptophilus frugivorus,Eastern Chat-Tanager,
eacwar1,Phylloscopus coronatus,Eastern Crowned Warbler,
eamhar1,,,
eaosun1,Cyanomitra olivacea,Olive Sunbird,
eaowar1,Iduna pallida,Eastern Olivaceous Warbler,
eaowar2,Curruca crassirostris,Eastern Orphean Warbler,
eaptyr1,Myiornis auricularis,Eared Pygmy Tyrant,
eapwhy1,Vidua paradisaea,Long-tailed Paradise Whydah,
eardov1,Zenaida auriculata,Eared Dove,EADO
eargre,Podiceps nigricollis,Black-necked Grebe,EAGR
earpit1,Hydrornis phayrei,Eared Pitta,
earpoo1,Nyctiphrynus mcleodii,Eared Poorwill,
earque,Euptilotis neoxenus,Eared Quetzal,EAQU
easbeg1,Criniger chloronotus,Eastern Bearded Greenbul,
easblu,Sialia sialis,Eastern Bluebird,EABL
easbri1,Dasyornis brachypterus,Eastern Bristlebird,
easkin,Tyrannus tyrannus,Eastern Kingbird,EAKI
easmah2,Circus spilothorax,Papuan Harrier,
easmea,Sturnella magna,Eastern Meadowlark,EAME
easmog1,Arizelocichla nigriceps,Black-headed Mountain Greenbul,
easmog3,Arizelocichla chlorigula,Yellow-throated Mountain Greenbul,
easmog4,Arizelocichla fusciceps,Black-browed Mountain Greenbul,
easmog5,,,
easmog6,Arizelocichla neumanni,Uluguru Mountain Greenbul,
easnic1,Nicator gularis,Eastern Nicator,
easowl1,Megascops asio,Eastern Screech Owl,EASO
easpho,Sayornis phoebe,Eastern Phoebe,EAPH
easple1,Crinifer zonurus,Eastern Plantain-eater,
easros1,Platycercus eximius,Eastern Rosella,
easspi1,Acanthorhynchus tenuirostris,Eastern Spinebill,
eastow,Pipilo erythrophthalmus,Eastern Towhee,EATO
easwah1,Foulehaio carunculatus,Polynesian Wattled Honeyeater,EWHO
easwhi1,Psophodes olivaceus,Eastern Whipbird,
easwpw1,Antrostomus vociferus,Eastern Whip-poor-will,EWPW
eatpin1,Anas eatoni,Eaton's Pintail,
eawpew,Contopus virens,Eastern Wood Pewee,EAWP
eaywag,Motacilla tschutschensis,Eastern Yellow Wagtail,EYWA
eaywag1,Motacilla flava,Western Yellow Wagtail,
ebomyz1,Myzomela pammelaena,Bismarck Black Myzomela,
ebopar1,Paradisaea guilielmi,Emperor Bird-of-paradise,
ecgdov1,Columbina buckleyi,Ecuadorian Ground Dove,
eclpar,Eclectus roratus,Moluccan Eclectus,
ecucac1,Cacicus sclateri,Ecuadorian Cacique,
ecuhil1,Oreotrochilus chimborazo,Ecuadorian Hillstar,
ecupic1,Picumnus sclateri,Ecuadorian Piculet,
ecupie1,Phlogophilus hemileucurus,Ecuadorian Piedtail,
ecutap1,Scytalopus robbinsi,El Oro Tapaculo,
ecuthr1,Turdus maculirostris,Ecuadorian Thrush,
ecutyr1,Phylloscartes gualaquizae,Ecuadorian Tyrannulet,
edcsun1,Cinnyris fuelleborni,Forest Double-collared Sunbird,
edcsun3,Cinnyris mediocris,Eastern Double-collared Sunbird,
edcsun4,Cinnyris usambaricus,Usambara Double-collared Sunbird,
edfpar1,Psittaculirostris edwardsii,,
ednswi1,Aerodramus fuciphagus,Edible-nest Swiftlet,
edwphe1,Lophura edwardsi,Edwards's Pheasant,
egwtea1,,,
egygoo,Alopochen aegyptiaca,Egyptian Goose,
egynig1,Caprimulgus aegyptius,Egyptian Nightjar,
egyplo1,Pluvianus aegyptius,Egyptian Plover,
egyvul1,Neophron percnopterus,Egyptian Vulture,
eiamon1,Pomarea fluxa,Eiao Monarch,
elblar1,Certhilauda semitorquata,Eastern Long-billed Lark,
elctin1,Eudromia elegans,Elegant Crested Tinamou,
elecre1,Melanopareia elegans,Elegant Crescentchest,
eleeup1,Chlorophonia elegantissima,Elegant Euphonia,
elefal1,Falco eleonorae,Eleonora's Falcon,
elepai,Chasiempis sandwichensis,Hawaii Elepaio,HAEL
elepai4,Chasiempis ibidis,Oahu Elepaio,OAEL
elepai5,Chasiempis sclateri,Kauai Elepaio,KAEL
elepar1,Neophema elegans,Elegant Parrot,
elepit7,Pitta elegans,Elegant Pitta,
elequa,Callipepla douglasii,Elegant Quail,
elesun1,Aethopyga duyvenbodei,Elegant Sunbird,
eleter1,Thalasseus elegans,Elegant Tern,ELTE
eletit2,Periparus elegans,Elegant Tit,
eletro,Trogon elegans,Elegant Trogon,ELTR
elewoo1,Xiphorhynchus elegans,Elegant Woodcreeper,
elfowl,Micrathene whitneyi,Elf Owl,ELOW
elipig1,Ducula concinna,Elegant Imperial Pigeon,
elllau1,Trochalopteron elliotii,Elliot's Laughingthrush,
ellphe1,Syrmaticus ellioti,Elliot's Pheasant,
ellwoo1,Chloropicus elliotii,,
elopar1,Pyrrhura orcesi,El Oro Parakeet,
eluant1,Grallaria eludens,Elusive Antpitta,
elwwar1,Setophaga angelae,Elfin Woods Warbler,EWWA
embpuf1,Eriocnemis aline,Emerald-bellied Puffleg,
emchum1,Abeillia abeillei,Emerald-chinned Hummingbird,
emedov2,Chalcophaps indica,Common Emerald Dove,
emedov3,Chalcophaps longirostris,Pacific Emerald Dove,
emesta1,Lamprotornis iris,Emerald Starling,
emetan1,Tangara florida,Emerald Tanager,
emetou3,,,
emetou4,,,
emetou8,,,
emishr1,Lanius gubernator,Emin's Shrike,
emlwar1,Phylloscopus emeiensis,Emei Leaf Warbler,
empbri1,Heliodoxa imperatrix,Empress Brilliant,
empfai1,Malurus cyanocephalus,Emperor Fairywren,
empgoo,Anser canagicus,Emperor Goose,EMGO
emppen1,Aptenodytes forsteri,Emperor Penguin,EMPE
emu1,Dromaius novaehollandiae,Emu,
engcud1,Macropygia cinnamomea,Enggano Cuckoo-Dove,
engmyn1,Gracula enganensis,,
engthr1,Geokichla leucolaema,Enggano Thrush,
ensowl1,Otus enganensis,Enggano Scops Owl,
epaori1,Icterus cayanensis,Epaulet Oriole,
epaori4,Icterus pyrrhopterus,Variable Oriole,
equaka1,Sheppardia aequatorialis,Equatorial Akalat,
equgra1,Xenerpestes singularis,Equatorial Greytail,
ercfra,Pternistis erckelii,Erckel's Spurfowl,
erttyr1,Hemitriccus orbitatus,Eye-ringed Tody-Tyrant,
eskcur,Numenius borealis,Eskimo Curlew,
esmant1,Sipia nigricauda,Esmeraldas Antbird,
esmwoo2,Chaetocercus berlepschi,Esmeraldas Woodstar,
eswdov1,Turtur chalcospilos,Emerald-spotted Wood Dove,
ethswa1,Hirundo aethiopica,Ethiopian Swallow,
ettwoo1,Picoides tridactylus,Eurasian Three-toed Woodpecker,
eubeat1,Merops apiaster,European Bee-eater,
eucdov,Streptopelia decaocto,Eurasian Collared Dove,ECDO
eueowl1,Bubo bubo,Eurasian Eagle-Owl,
eugori2,Oriolus oriolus,Eurasian Golden Oriole,
eugplo,Pluvialis apricaria,European Golden Plover,EUGP
euhbuz1,Pernis apivorus,European Honey Buzzard,
eulfly1,Lathrotriccus euleri,Euler's Flycatcher,
eunhon1,Bolemoreus hindwoodi,Eungella Honeyeater,
eupfly1,Ficedula hypoleuca,European Pied Flycatcher,
eupowl1,Glaucidium passerinum,Eurasian Pygmy Owl,
euptit1,Remiz pendulinus,Eurasian Penduline Tit,
eurbla,Turdus merula,Common Blackbird,
eurbla2,Turdus simillimus,Indian Blackbird,
eurbul,Pyrrhula pyrrhula,Eurasian Bullfinch,EUBU
eurbul1,Pyrrhula murina,Azores Bullfinch,
eurcoo,Fulica atra,Eurasian Coot,
eurcrm1,Ptyonoprogne rupestris,Eurasian Crag Martin,
eurcur,Numenius arquata,Eurasian Curlew,
eurdot,Charadrius morinellus,,
eurgol,Carduelis carduelis,European Goldfinch,EUGO
eurgre1,Chloris chloris,European Greenfinch,
eurgri1,Gyps fulvus,Griffon Vulture,
eurhob,Falco subbuteo,Eurasian Hobby,
eurhoo2,,,
eurjac,Corvus monedula,,
eurjay1,Garrulus glandarius,Eurasian Jay,
eurkes,Falco tinnunculus,Common Kestrel,EUKE
eurkes1,Falco rupicolus,Rock Kestrel,
eurlin1,Linaria cannabina,Common Linnet,
eurmag1,Pica pica,Eurasian Magpie,
eurmag3,Pica mauritanica,Maghreb Magpie,
eurmag5,Pica asirensis,Asir Magpie,
eurmag6,Pica bottanensis,Black-rumped Magpie,
eurnig1,Caprimulgus europaeus,European Nightjar,
eurnut1,Nucifraga caryocatactes,Northern Nutcracker,
eurnut2,Sitta europaea,Eurasian Nuthatch,
eurnut6,,,
euroys1,Haematopus ostralegus,Eurasian Oystercatcher,
eurrob1,Erithacus rubecula,European Robin,
eurrol1,Coracias garrulus,European Roller,
eursco1,Otus scops,Eurasian Scops Owl,
eursco3,Otus cyprius,Cyprus Scops Owl,
eurser1,Serinus serinus,European Serin,
eursha1,Gulosus aristotelis,European Shag,
eursis,Spinus spinus,Eurasian Siskin,
eurspa1,Accipiter nisus,Eurasian Sparrowhawk,
eurspo1,Platalea leucorodia,Eurasian Spoonbill,
eursta,Sturnus vulgaris,Common Starling,EUST
eurtre1,Certhia familiaris,Eurasian Treecreeper,
eurtre3,Certhia hodgsoni,Hodgson's Treecreeper,
eurwar1,Acrocephalus scirpaceus,Common Reed Warbler,
eurwar2,Locustella fluviatilis,River Warbler,
eurwig,Mareca penelope,Eurasian Wigeon,EUWI
eurwoo,Scolopax rusticola,Eurasian Woodcock,EUWO
eurwry,Jynx torquilla,Eurasian Wryneck,
eutdov,Streptopelia turtur,European Turtle Dove,
eutkne1,Burhinus oedicnemus,Eurasian Stone-curlew,
eutspa,Passer montanus,Eurasian Tree Sparrow,ETSP
evegro,Coccothraustes vespertinus,,EVGR
evesco1,Otus everetti,Everett's Scops Owl,
evethr1,Zoothera everetti,Everett's Thrush,
evweye1,Zosterops everetti,Everett's White-eye,
eybhor1,Tockus flavirostris,Eastern Yellow-billed Hornbill,
eyethr,Turdus obscurus,Eyebrowed Thrush,EYTH
eyjfly1,Vauriella gularis,Eyebrowed Jungle Flycatcher,
eyrfla1,Rhynchocyclus brevirostris,Eye-ringed Flatbill,
eyrgra1,Amytornis goyderi,Eyrean Grasswren,
eyrthi1,Asthenes palpebralis,Eye-ringed Thistletail,
eywbab1,Napothera epilepidota,Eyebrowed Wren-Babbler,
fabbow1,Chlamydera cerviniventris,Fawn-breasted Bowerbird,
fabbri1,Heliodoxa rubinoides,Fawn-breasted Brilliant,
fabtan1,Pipraeidea melanonota,Fawn-breasted Tanager,
fabthr1,Zoothera machiki,Fawn-breasted Thrush,
fabwax1,Estrilda paludicola,Fawn-breasted Waxbill,
fabwax3,,,
fabwhi1,Pachycephala orpheus,Fawn-breasted Whistler,
fabwre1,Cantorchilus guarayanus,Fawn-breasted Wren,
faclar2,Calendulauda africanoides,Fawn-colored Lark,
faecur,Numenius madagascariensis,Far Eastern Curlew,
faifly1,Stenostira scita,Fairy Flycatcher,
faiger1,Gerygone palpebrosa,Fairy Gerygone,
failor1,Charmosynopsis pulchella,Fairy Lorikeet,
faimar2,Petrochelidon ariel,Fairy Martin,
faipit1,Pitta nympha,Fairy Pitta,
faipri1,Pachyptila turtur,Fairy Prion,FAPR
faiter2,Sternula nereis,Fairy Tern,
falduc,Mareca falcata,Falcated Duck,FADU
falstd1,Tachyeres brachypterus,Falkland Steamer Duck,
famcha1,Oenanthe familiaris,Familiar Chat,
fansaw1,Psalidoprocne obscura,Fanti Saw-wing,
fasant1,Cymbilaimus lineatus,Fasciated Antshrike,
faseag1,Circaetus fasciolatus,Southern Banded Snake Eagle,
faswre1,Campylorhynchus fasciatus,Fasciated Wren,
fatber1,Melanocharis versteri,Fan-tailed Berrypecker,
fatcuc1,Cacomantis flabelliformis,Fan-tailed Cuckoo,
fatger1,Gerygone flavolateralis,Fan-tailed Gerygone,
fatgra1,Catriscus brevirostris,Fan-tailed Grassbird,
father1,Tigrisoma fasciatum,Fasciated Tiger Heron,
fatmon1,Pomarea whitneyi,Fatu Hiva Monarch,
fatrav1,Corvus rhipidurus,Fan-tailed Raven,
fatwar,Basileuterus lachrymosus,Fan-tailed Warbler,FTWA
fatwid1,Euplectes axillaris,Fan-tailed Widowbird,
fawbab1,Ptilocichla falcata,Falcated Wren-Babbler,
fbfdov1,Ptilinopus marchei,,
fbfeye1,Pyriglena atra,Fringe-backed Fire-eye,
fbtbab1,Macronus ptilosus,Fluffy-backed Tit-Babbler,
feaowl1,Asio solomonensis,Fearful Owl,
feapet1,Pterodroma feae,Cape Verde Petrel,
feapet2,,,
febant1,Myrmoderus ferrugineus,Ferruginous-backed Antbird,
feonig1,Aegotheles insignis,Feline Owlet-nightjar,
fepbat1,Batis poensis,Fernando Po Batis,
fepoli1,Nesocharis shelleyi,Shelley's Oliveback,
fepowl,Glaucidium brasilianum,Ferruginous Pygmy Owl,FEPO
fepspe1,Zosterops brunneus,Fernando Po Speirops,
ferant1,Drymophila ferruginea,Ferruginous Antbird,
ferbab1,Pellorneum bicolor,Ferruginous Babbler,
ferduc,Aythya nyroca,Ferruginous Duck,
ferfli1,Colaptes fernandinae,Fernandina's Flicker,
ferfly1,Muscicapa ferruginea,Ferruginous Flycatcher,
ferhaw,Buteo regalis,Ferruginous Hawk,FEHA
ferlar2,Calendulauda burra,Red Lark,
fernbi1,Poodytes punctatus,New Zealand Fernbird,
fernwr1,Oreoscopus gutturalis,Fernwren,
ferpar2,Caloperdix oculeus,Ferruginous Partridge,
fescoq2,Lophornis verreauxii,Butterfly Coquette,
fescoq3,Lophornis chalybeus,Festive Coquette,
fespar1,Amazona festiva,Festive Amazon,
fhbfin1,Atlapetes fulviceps,Fulvous-headed Brushfinch,
fibara1,Pteroglossus frantzii,Fiery-billed Aracari,
fibbus1,Malaconotus cruentus,Fiery-breasted Bushshrike,
fibflo2,Dicaeum ignipectus,Fire-breasted Flowerpecker,
fibmyn1,Enodes erythrophris,Fiery-browed Starling,
fibmyn2,Scissirostrum dubium,Grosbeak Starling,
fibpic1,Picumnus subtilis,Fine-barred Piculet,
fibwar1,Horornis ruficapilla,Fiji Bush Warbler,
fibwoo1,Chloropicus pyrrhogaster,Fire-bellied Woodpecker,
ficale2,Alethe castanea,Fire-crested Alethe,
ficale3,Alethe diademata,White-tailed Alethe,
ficbar1,Capito quinticolor,Five-colored Barbet,
ficman1,Machaeropterus pyrocephalus,Fiery-capped Manakin,
ficmun1,Lonchura quinticolor,Five-colored Munia,
fictit1,Cephalopyrus flammiceps,Fire-capped Tit,
fiediu1,Pyrope pyrope,Fire-eyed Diucon,
fieldf,Turdus pilaris,Fieldfare,FIEL
fiemin1,Pericrocotus igneus,Fiery Minivet,
fiespa,Spizella pusilla,Field Sparrow,FISP
fietop1,Topaza pyra,Fiery Topaz,
fifbis1,Euplectes diadematus,Fire-fronted Bishop,
fifser1,Serinus pusillus,Red-fronted Serin,
fifthr1,Neocossyphus finschi,,
fiipig1,Ducula finschii,Finsch's Imperial Pigeon,
fijgos1,Accipiter rufitorques,,
fijpar1,Erythrura pealii,Fiji Parrotfinch,
fijpet1,Pseudobulweria macgillivrayi,Fiji Petrel,
fijshr1,Clytorhynchus vitiensis,Fiji Shrikebill,FISH
fijwhi2,Pachycephala vitiensis,White-throated Fiji Whistler,
fijwoo1,Artamus mentalis,Fiji Woodswallow,
fimbow1,Sericulus bakeri,Fire-maned Bowerbird,
finbul1,Alophoixus finschii,,
fineup1,Euphonia finschi,Finsch's Euphonia,
finfra2,Scleroptila finschi,Finsch's Francolin,
finnig1,Caprimulgus pectoralis,Fiery-necked Nightjar,
finwhe1,Oenanthe finschii,Finsch's Wheatear,
fiopen1,Eudyptes pachyrhynchus,Fiordland Penguin,VIPE
fippar1,Micropsitta finschii,Finsch's Pygmy Parrot,
firecr1,Regulus ignicapilla,Common Firecrest,
firecr3,Regulus madeirensis,Madeira Firecrest,
fireth1,Calliope pectardens,Firethroat,
firgat1,Anumbius annumbi,Firewood-gatherer,
fiscro,Corvus ossifragus,Fish Crow,FICR
fisfly1,Melaenornis silens,,
fisgre1,Phyllastrephus fischeri,Fischer's Greenbul,
fislar1,Eremopterix leucopareia,Fischer's Sparrow-Lark,
fislov1,Agapornis fischeri,Fischer's Lovebird,
fispar1,Pyrrhura egregia,Fiery-shouldered Parakeet,
fisspa,Amphispizopsis quinquestriata,Five-striped Sparrow,FSSP
fissta1,Lamprotornis fischeri,Fischer's Starling,
fistur1,Tauraco fischeri,Fischer's Turaco,
fiswoo1,Campethera punctuligera,Fine-spotted Woodpecker,
fitawl1,Avocettula recurvirostris,Fiery-tailed Awlbill,
fitbar1,Psilopogon pyrolophus,Fire-tufted Barbet,
fitfru1,Pipreola chlorolepidota,Fiery-throated Fruiteater,
fithum1,Panterpe insignis,Fiery-throated Hummingbird,
fitmet1,Metallura eupogon,Fiery-throated Metaltail,
fitmyz1,Myzornis pyrrhoura,Fire-tailed Myzornis,
fitsun1,Aethopyga ignicauda,Fire-tailed Sunbird,
flabow2,Sericulus ardens,Flame Bowerbird,
flabow3,Sericulus aureus,Masked Bowerbird,
flabul1,Pycnonotus flavescens,Flavescent Bulbul,
flafly1,Ramphotrigon flammulatum,Flammulated Flycatcher,
flafly2,Myiophobus flavicans,Flavescent Flycatcher,
flalar1,Mirafra rufocinnamomea,,
flamec1,Regulus goodfellowi,Flamecrest,
flaowl,Psiloscops flammeolus,Flammulated Owl,FLOW
flapyt1,Hemitriccus flammulatus,Flammulated Bamboo Tyrant,
flarob1,Petroica phoenicea,Flame Robin,
flasun1,Aethopyga flagrans,Flaming Sunbird,
flatre1,Thripadectes flammulatus,Flammulated Treehunter,
flawar1,Myiothlypis flaveola,Flavescent Warbler,
flbflo2,Dicaeum erythrothorax,Buru Flowerpecker,
flbflo3,Dicaeum schistaceiceps,Halmahera Flowerpecker,
flbkin1,Todiramphus recurvirostris,Flat-billed Kingfisher,
flbsun2,Cinnyris solaris,Flame-breasted Sunbird,
flbvir1,Vireo nanus,Flat-billed Vireo,
flcflo1,Dicaeum anthonyi,Yellow-crowned Flowerpecker,
flcman2,Heterocercus linteatus,Flame-crested Manakin,
flctan,Piranga bidentata,Flame-colored Tanager,FCTA
flctan1,Loriotus cristatus,Flame-crested Tanager,
flfbar1,Psilopogon armillaris,Flame-fronted Barbet,
flfshe,Ardenna carneipes,Flesh-footed Shearwater,FFSH
flftan1,Tangara parzudakii,Flame-faced Tanager,
flgpig1,Treron floris,Flores Green Pigeon,
flicor1,Nannopterum harrisi,Flightless Cormorant,
flistd1,Tachyeres pteneres,Fuegian Steamer Duck,
flobro1,Phaps histrionica,Flock Bronzewing,
flocro1,Corvus florensis,Flores Crow,
flohae1,Nisaetus floris,Flores Hawk-Eagle,
flojuf1,Cyornis oscillans,,
flomin1,Pericrocotus lansbergei,Little Minivet,
flomon1,Symposiachrus sacerdotum,Flores Monarch,
flowhe1,Heleia crassirostris,Thick-billed Heleia,
flrgra1,Poodytes albolimbatus,Fly River Grassbird,
flrtan1,Ramphocelus flammigerus,Flame-rumped Tanager,
flrtan3,,,
flsjay,Aphelocoma coerulescens,Florida Scrub Jay,FLSJ
flsowl1,Otus alfredi,Flores Scops Owl,
fltbab1,Dasycrotapha speciosa,Flame-templed Babbler,
fltwar1,Oreothlypis gutturalis,Flame-throated Warbler,
flushe1,Puffinus gavia,Fluttering Shearwater,
fluwre1,Microcerculus ustulatus,Flutist Wren,
flystd1,Tachyeres patachonicus,Flying Steamer Duck,
fobsan1,Pterocles quadricinctus,Four-banded Sandgrouse,
focbus2,Telophorus viridis,Gorgeous Bushshrike,
fooant1,Epinecrophylla spodionota,Foothill Stipplethroat,
fooela1,Myiopagis olallai,Foothill Elaenia,
foosco1,Megascops roraimae,Foothill Screech Owl,
foptit1,Anthoscopus flavifrons,Forest Penduline Tit,
forbit1,Zonerodius heliosylus,Forest Bittern,
forbla1,Anumara forbesi,Forbes's Blackbird,
forcan1,Crithagra scotops,Forest Canary,
forela1,Myiopagis gaimardii,Forest Elaenia,
forfod1,Foudia omissa,Forest Fody,
forfra2,Peliperdix lathami,Latham's Francolin,
forhon1,Microptilotis montanus,,
forkin1,Todiramphus macleayii,Forest Kingfisher,
formag1,Urocissa caerulea,Taiwan Blue Magpie,
forowl1,Athene blewitti,Forest Owlet,
forplo1,Charadrius forbesi,,
forrai1,Rallina forbesi,,
forrav1,Corvus tasmanicus,Forest Raven,
forrob1,Stiphrornis erythrothorax,Orange-breasted Forest Robin,
forrot2,Monticola sharpei,Forest Rock Thrush,
forswa2,Atronanus fuliginosus,Forest Swallow,
forter,Sterna forsteri,Forster's Tern,FOTE
forthr1,Turdus lherminieri,Forest Thrush,
forwag1,Dendronanthus indicus,Forest Wagtail,
forwea1,Ploceus bicolor,Dark-backed Weaver,
forwoo1,Phoeniculus castaneiceps,,
fospar1,Pardalotus quadragintus,Forty-spotted Pardalote,
fosrob1,Cercotrichas leucosticta,,
fotdro1,,,
fotdro4,Dicrurus divaricatus,,
fotfly,Tyrannus savana,Fork-tailed Flycatcher,FTFL
fotpyt1,Hemitriccus furcatus,Fork-tailed Tody-Tyrant,
fotsun1,Aethopyga christinae,Fork-tailed Sunbird,
fotswi,Apus pacificus,Fork-tailed Swift,
fotwoo1,Thalurania furcata,Fork-tailed Woodnymph,
fowswi1,Apus berliozi,Forbes-Watson's Swift,
fowthr1,Myophonus insularis,Taiwan Whistling Thrush,
foxcis1,Cisticola troglodytes,Foxy Cisticola,
foxkes1,Falco alopex,Fox Kestrel,
foxlar1,Calendulauda alopex,,
foxsp2,,,
foxsp3,,,
foxsp4,,,
foxspa,Passerella iliaca,Fox Sparrow,FOSP
foxwea1,Ploceus spekeoides,Fox's Weaver,
fragos2,Accipiter francesiae,,
fragul,Leucophaeus pipixcan,Franklin's Gull,FRGU
frbtho1,Phacellodomus striaticollis,Freckle-breasted Thornbird,
frbwar1,Locustella accentor,Friendly Bush Warbler,
frbwoo1,Dendrocopos analis,Freckle-breasted Woodpecker,
freduc1,Stictonetta naevosa,Freckled Duck,
frenig1,Caprimulgus tristigma,Freckled Nightjar,
freowl1,Bubo poensis,,
frgdov1,Alopecoenas stairi,,SHGD
fricoq1,Lophornis magnificus,Frilled Coquette,
frifan1,Rhipidura albolimbata,Friendly Fantail,
frilar1,Mirafra pulpa,Friedmann's Lark,
frimon1,Arses telescopthalmus,Frilled Monarch,
frnmon1,Arses lorealis,Frill-necked Monarch,
fruith1,Chlamydochaera jefferyi,Fruithunter,
ftpswi1,Tachornis squamata,Fork-tailed Palm Swift,
ftspet,Hydrobates furcatus,Fork-tailed Storm Petrel,FTSP
fubfla1,Rhynchocyclus fulvipectus,Fulvous-breasted Flatbill,
fubwoo2,Dendrocopos macei,Fulvous-breasted Woodpecker,
fucjuf1,Cyornis olivaceus,Fulvous-chested Jungle Flycatcher,
fucnun1,Nonnula sclateri,Fulvous-chinned Nunlet,
fuctan1,Tachyphonus surinamus,Fulvous-crested Tanager,
fudtre1,Margarornis stellatus,Star-chested Treerunner,
fuebou1,Laniarius fuelleborni,Fülleborn's Boubou,
fuelon2,Macronyx fuelleborni,Fülleborn's Longclaw,
fuesni1,Gallinago stricklandii,Fuegian Snipe,
fuhtan1,Thlypopsis fulviceps,Fulvous-headed Tanager,
fujnil1,Niltava davidi,Fujian Niltava,
fulant1,Frederickena fulva,Fulvous Antshrike,
fulcha1,Argya fulva,Fulvous Babbler,
fulowl1,Strix fulvescens,Fulvous Owl,
fulpar1,Suthora fulvifrons,Fulvous Parrotbill,
fulpri1,Pachyptila crassirostris,Fulmar Prion,
fulwre1,Cinnycerthia fulva,Fulvous Wren,
furfly1,Ficedula disposita,Furtive Flycatcher,
fusfly1,Cnemotriccus fuscatus,Fuscous Flycatcher,
fusfly2,,,
fushon1,Ptilotula fusca,Fuscous Honeyeater,
fustan1,Lanio fulvus,Fulvous Shrike-Tanager,
fuveup1,Euphonia fulvicrissa,Fulvous-vented Euphonia,
fuwduc,Dendrocygna bicolor,Fulvous Whistling Duck,FUWD
gabaka1,Sheppardia gabela,Gabela Akalat,
gabbou1,Laniarius bicolor,Swamp Boubou,
gabbus1,Laniarius amboimensis,Gabela Bushshrike,
gabcou1,Centropus anselli,Gabon Coucal,
gabfru1,Pipreola riefferii,Green-and-black Fruiteater,
gabgos2,Micronisus gabar,Gabar Goshawk,
gabwoo1,Chloropicus gabonensis,,
gabwoo3,Hemicircus concretus,Grey-and-buff Woodpecker,
gadwal,Mareca strepera,Gadwall,GADW
gagcoc1,Callocephalon fimbriatum,Gang-gang Cockatoo,
gagtan1,Poecilostreptus palmeri,Grey-and-gold Tanager,
gagtan2,Tangara schrankii,Green-and-gold Tanager,
gagwar2,Myiothlypis fraseri,Grey-and-gold Warbler,
galah,Eolophus roseicapilla,Galah,
galdov1,Zenaida galapagoensis,Galapagos Dove,
galfly1,Myiarchus magnirostris,Galapagos Flycatcher,
galhaw1,Buteo galapagoensis,Galapagos Hawk,
galmar1,Progne modesta,Galapagos Martin,
galmoc1,Mimus parvulus,Galapagos Mockingbird,
galpen1,Spheniscus mendiculus,Galapagos Penguin,GALP
galpet,Pterodroma phaeopygia,Galapagos Petrel,
galrai1,Laterallus spilonota,Galapagos Crake,
gamfly1,Muscicapa gambagae,Gambaga Flycatcher,
gamqua,Callipepla gambelii,Gambel's Quail,
ganlew1,Phylloscopus kansuensis,Gansu Leaf Warbler,
gareme1,Chlorostilbon assimilis,Garden Emerald,
gargan,Spatula querquedula,Garganey,GARG
garkin1,Chloroceryle inda,Green-and-rufous Kingfisher,
garpit1,Erythropitta granatina,Garnet Pitta,
garrob1,Eugerygone rubra,Garnet Robin,
gartro1,Trogon caligatus,Gartered Trogon,
garwar1,Sylvia borin,Garden Warbler,
gathum1,Lamprolaima rhami,Garnet-throated Hummingbird,
gaweye1,Zosterops splendidus,Ranongga White-eye,
gawhum1,Elliotomyia viridicauda,Green-and-white Hummingbird,
gawtyr2,Pseudelaenia leucospodia,Grey-and-white Tyrannulet,
gbbgul,Larus marinus,Great Black-backed Gull,GBBG
gbesta1,Lamprotornis chalybaeus,Greater Blue-eared Starling,
gbhgul2,Ichthyaetus ichthyaetus,Pallas's Gull,
